,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
1030,1030.0,adam,mae,selu,relu,10.0,1.0,2.0,1.0,4.0,0.0,1626351.875,6458484719616.0,1626351.875,99.12708282470703,1.0,2541355.0,25.550548553466797,0.5289031736657247
1031,1031.0,adam,mae,selu,relu,10.0,1.0,2.0,1.0,10.0,0.0,1031810.8125,4223699255296.0,1031810.8125,61.54605484008789,1.0,2055164.0,1.0683456659317017,0.5289031736657247
1032,1032.0,adam,mae,selu,relu,10.0,1.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1033,1033.0,adam,mae,selu,relu,10.0,1.0,4.0,1.0,2.0,0.0,1039647.125,4187046281216.0,1039647.125,61.27396011352539,1.0,2046227.375,1.1375325918197632,0.5289031736657247
1034,1034.0,adam,mae,selu,relu,10.0,1.0,4.0,1.0,4.0,0.0,1038878.0625,4190017945600.0,1038878.0625,61.299957275390625,1.0,2046953.375,1.1311211585998535,0.5289031736657247
1035,1035.0,adam,mae,selu,relu,10.0,1.0,4.0,1.0,10.0,0.0,1023592.8125,4432361160704.0,1023592.8125,63.417118072509766,1.0,2105317.25,0.9158337116241455,0.5289031736657247
1036,1036.0,adam,mae,selu,relu,10.0,1.0,10.0,1.0,1.0,0.0,1634238.5,6484200521728.0,1634238.5,99.99375915527344,1.0,2546409.25,99.03910827636719,0.5289031736657247
1037,1037.0,adam,mae,selu,relu,10.0,1.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1038,1038.0,adam,mae,selu,relu,10.0,1.0,10.0,1.0,4.0,0.0,1026718.25,4258693120000.0,1026718.25,61.78211975097656,1.0,2063660.125,1.0133041143417358,0.5289031736657247
1039,1039.0,adam,mae,selu,relu,10.0,1.0,10.0,1.0,10.0,0.0,1023205.75,4458829840384.0,1023205.75,63.648345947265625,1.0,2111594.25,0.897404670715332,0.5289031736657247
1040,1040.0,adam,mae,selu,relu,10.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1041,1041.0,adam,mae,selu,relu,10.0,10.0,1.0,1.0,2.0,0.0,1634269.75,6484302233600.0,1634269.75,99.9971923828125,0.9999999403953552,2546429.25,115.12437438964844,0.5289031736657247
1042,1042.0,adam,mae,selu,relu,10.0,10.0,1.0,1.0,4.0,0.0,1634177.75,6484000243712.0,1634177.75,99.98707580566406,0.9999999403953552,2546370.0,85.26988220214844,0.5289031736657247
1043,1043.0,adam,mae,selu,relu,10.0,10.0,1.0,1.0,10.0,0.0,1599708.5,6303591694336.0,1599708.5,97.3337173461914,1.0,2510695.5,16.695817947387695,0.5289031736657247
1044,1044.0,adam,mae,selu,relu,10.0,10.0,2.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1045,1045.0,adam,mae,selu,relu,10.0,10.0,2.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1046,1046.0,adam,mae,selu,relu,10.0,10.0,2.0,1.0,4.0,0.0,1626033.125,6440596537344.0,1626033.125,99.36203002929688,1.0,2537833.0,30.115093231201172,0.5289031736657247
1047,1047.0,adam,mae,selu,relu,10.0,10.0,2.0,1.0,10.0,0.0,1579295.5,6200430166016.0,1579295.5,95.75833129882812,1.0,2490066.25,13.191377639770508,0.5289031736657247
1048,1048.0,adam,mae,selu,relu,10.0,10.0,4.0,1.0,1.0,0.0,1634287.375,6484359380992.0,1634287.375,99.9991226196289,1.0,2546440.5,139.53631591796875,0.5289031736657247
1049,1049.0,adam,mae,selu,relu,10.0,10.0,4.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1050,1050.0,adam,mae,selu,relu,10.0,10.0,4.0,1.0,4.0,0.0,1625560.875,6438208405504.0,1625560.875,99.32389831542969,1.0,2537362.5,29.414939880371094,0.5289031736657247
1051,1051.0,adam,mae,selu,relu,10.0,10.0,4.0,1.0,10.0,0.0,1583401.0,6221109133312.0,1583401.0,96.07279968261719,1.0,2494215.25,13.728605270385742,0.5289031736657247
1052,1052.0,adam,mae,selu,relu,10.0,10.0,10.0,1.0,1.0,0.0,1608516.375,6349136592896.0,1608516.375,98.00936889648438,1.0,2519749.25,19.07159996032715,0.5289031736657247
1053,1053.0,adam,mae,selu,relu,10.0,10.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1054,1054.0,adam,mae,selu,relu,10.0,10.0,10.0,1.0,4.0,0.0,1582182.375,6214835503104.0,1582182.375,95.981689453125,1.0,2492957.25,13.58053207397461,0.5289031736657247
1055,1055.0,adam,mae,selu,relu,10.0,10.0,10.0,1.0,10.0,0.0,1482407.75,5739406950400.0,1482407.75,88.26789855957031,1.0,2395706.0,7.029435157775879,0.5289031736657247
1056,1056.0,adam,mae,selu,relu,10.0,32.0,1.0,1.0,1.0,0.0,1632110.875,6472731721728.0,1632110.875,99.83192443847656,1.0,2544156.5,46.484962463378906,0.5289031736657247
1057,1057.0,adam,mae,selu,relu,10.0,32.0,1.0,1.0,2.0,0.0,1632511.875,6474876059648.0,1632511.875,99.8626480102539,1.0,2544577.75,49.21211624145508,0.5289031736657247
1058,1058.0,adam,mae,selu,relu,10.0,32.0,1.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1059,1059.0,adam,mae,selu,relu,10.0,32.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1060,1060.0,adam,mae,selu,relu,10.0,32.0,2.0,1.0,1.0,0.0,1634279.375,6484333166592.0,1634279.375,99.99826049804688,1.0,2546435.5,124.8353042602539,0.5289031736657247
1061,1061.0,adam,mae,selu,relu,10.0,32.0,2.0,1.0,2.0,0.0,1633718.125,6481313267712.0,1633718.125,99.95538330078125,1.0,2545842.25,65.93659973144531,0.5289031736657247
1062,1062.0,adam,mae,selu,relu,10.0,32.0,2.0,1.0,4.0,0.0,1633649.75,6480961470464.0,1633649.75,99.94993591308594,1.0,2545773.25,63.962806701660156,0.5289031736657247
1063,1063.0,adam,mae,selu,relu,10.0,32.0,2.0,1.0,10.0,0.0,1633384.875,6479569485824.0,1633384.875,99.92924499511719,1.0,2545499.75,58.51371383666992,0.5289031736657247
1064,1064.0,adam,mae,selu,relu,10.0,32.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1065,1065.0,adam,mae,selu,relu,10.0,32.0,4.0,1.0,2.0,0.0,1632830.125,6476585762816.0,1632830.125,99.8869400024414,1.0,2544913.75,51.871826171875,0.5289031736657247
1066,1066.0,adam,mae,selu,relu,10.0,32.0,4.0,1.0,4.0,0.0,1632899.0,6476976881664.0,1632899.0,99.89188385009766,1.0,2544990.5,52.37815856933594,0.5289031736657247
1067,1067.0,adam,mae,selu,relu,10.0,32.0,4.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1068,1068.0,adam,mae,selu,relu,10.0,32.0,10.0,1.0,1.0,0.0,1632897.125,6477007814656.0,1632897.125,99.89103698730469,1.0,2544996.5,52.0622444152832,0.5289031736657247
1069,1069.0,adam,mae,selu,relu,10.0,32.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1070,1070.0,adam,mae,selu,relu,10.0,32.0,10.0,1.0,4.0,0.0,1630980.25,6466797305856.0,1630980.25,99.7435531616211,1.0,2542989.75,40.7594108581543,0.5289031736657247
1071,1071.0,adam,mae,selu,relu,10.0,32.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1072,1072.0,adam,mae,selu,relu,10.0,100.0,1.0,1.0,1.0,0.0,1633323.75,6479196192768.0,1633323.75,99.92529296875,1.0,2545426.5,58.112552642822266,0.5289031736657247
1073,1073.0,adam,mae,selu,relu,10.0,100.0,1.0,1.0,2.0,0.0,1633617.625,6480766959616.0,1633617.625,99.9478759765625,1.0,2545735.0,63.651954650878906,0.5289031736657247
1074,1074.0,adam,mae,selu,relu,10.0,100.0,1.0,1.0,4.0,0.0,1634293.75,6484379303936.0,1634293.75,99.99979400634766,1.0,2546444.5,168.09967041015625,0.5289031736657247
1075,1075.0,adam,mae,selu,relu,10.0,100.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1076,1076.0,adam,mae,selu,relu,10.0,100.0,2.0,1.0,1.0,0.0,1634292.375,6484375633920.0,1634292.375,99.99967956542969,1.0,2546443.75,159.9845733642578,0.5289031736657247
1077,1077.0,adam,mae,selu,relu,10.0,100.0,2.0,1.0,2.0,0.0,1634166.5,6483696156672.0,1634166.5,99.99007415771484,1.0,2546310.25,92.35929870605469,0.5289031736657247
1078,1078.0,adam,mae,selu,relu,10.0,100.0,2.0,1.0,4.0,0.0,1634113.5,6483419332608.0,1634113.5,99.98596954345703,1.0,2546256.0,85.80830383300781,0.5289031736657247
1079,1079.0,adam,mae,selu,relu,10.0,100.0,2.0,1.0,10.0,0.0,1634184.0,6483799441408.0,1634184.0,99.99127197265625,1.0,2546330.5,94.10052490234375,0.5289031736657247
1080,1080.0,adam,mae,selu,relu,10.0,100.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1081,1081.0,adam,mae,selu,relu,10.0,100.0,4.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1082,1082.0,adam,mae,selu,relu,10.0,100.0,4.0,1.0,4.0,0.0,1633861.25,6482075058176.0,1633861.25,99.96649169921875,1.0,2545992.0,70.65679168701172,0.5289031736657247
1083,1083.0,adam,mae,selu,relu,10.0,100.0,4.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1084,1084.0,adam,mae,selu,relu,10.0,100.0,10.0,1.0,1.0,0.0,1634294.25,6484381925376.0,1634294.25,99.99988555908203,1.0,2546445.0,176.5910186767578,0.5289031736657247
1085,1085.0,adam,mae,selu,relu,10.0,100.0,10.0,1.0,2.0,0.0,1633925.125,6482418991104.0,1633925.125,99.97135162353516,1.0,2546059.5,73.22052764892578,0.5289031736657247
1086,1086.0,adam,mae,selu,relu,10.0,100.0,10.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1087,1087.0,adam,mae,selu,relu,10.0,100.0,10.0,1.0,10.0,0.0,1633490.875,6480104783872.0,1633490.875,99.93785858154297,1.0,2545605.0,60.73475646972656,0.5289031736657247
1088,1088.0,adam,mae,selu,relu,100.0,1.0,1.0,1.0,1.0,0.0,1633729.375,6482535383040.0,1633729.375,99.93778991699219,1.0,2546082.25,58.91320037841797,0.5289031736657247
1089,1089.0,adam,mae,selu,relu,100.0,1.0,1.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1090,1090.0,adam,mae,selu,relu,100.0,1.0,1.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1091,1091.0,adam,mae,selu,relu,100.0,1.0,1.0,1.0,10.0,0.0,1184253.625,5161868066816.0,1184253.625,57.76112747192383,0.9999999403953552,2271974.5,1.3879268169403076,0.5289031736657247
1092,1092.0,adam,mae,selu,relu,100.0,1.0,2.0,1.0,1.0,0.0,1428480.875,5851201929216.0,1428480.875,77.97492218017578,1.0,2418925.75,3.5833277702331543,0.5289031736657247
1093,1093.0,adam,mae,selu,relu,100.0,1.0,2.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1094,1094.0,adam,mae,selu,relu,100.0,1.0,2.0,1.0,4.0,0.0,1009334.25,4407561814016.0,1009334.25,62.80388259887695,1.0,2099419.5,0.7970308065414429,0.5289031736657247
1095,1095.0,adam,mae,selu,relu,100.0,1.0,2.0,1.0,10.0,0.0,1004669.75,4378198802432.0,1004669.75,62.40658187866211,1.0,2092414.625,0.7742630839347839,0.5289031736657247
1096,1096.0,adam,mae,selu,relu,100.0,1.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1097,1097.0,adam,mae,selu,relu,100.0,1.0,4.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1098,1098.0,adam,mae,selu,relu,100.0,1.0,4.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1099,1099.0,adam,mae,selu,relu,100.0,1.0,4.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1100,1100.0,adam,mae,selu,relu,100.0,1.0,10.0,1.0,1.0,0.0,1633729.125,6482534858752.0,1633729.125,99.93777465820312,1.0,2546082.25,58.91024398803711,0.5289031736657247
1101,1101.0,adam,mae,selu,relu,100.0,1.0,10.0,1.0,2.0,0.0,1005529.125,4383299600384.0,1005529.125,62.47630310058594,1.0,2093633.125,0.7784920930862427,0.5289031736657247
1102,1102.0,adam,mae,selu,relu,100.0,1.0,10.0,1.0,4.0,0.0,986666.125,4283617509376.0,986666.125,61.10102081298828,1.0,2069690.25,0.6916884183883667,0.5289031736657247
1103,1103.0,adam,mae,selu,relu,100.0,1.0,10.0,1.0,10.0,0.0,996702.8125,4337255579648.0,996702.8125,61.83216094970703,1.0,2082607.875,0.7347195148468018,0.5289031736657247
1104,1104.0,adam,mae,selu,relu,100.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1105,1105.0,adam,mae,selu,relu,100.0,10.0,1.0,1.0,2.0,0.0,1631031.875,6473729441792.0,1631031.875,99.64136505126953,1.0,2544352.5,35.234474182128906,0.5289031736657247
1106,1106.0,adam,mae,selu,relu,100.0,10.0,1.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1107,1107.0,adam,mae,selu,relu,100.0,10.0,1.0,1.0,10.0,0.0,1626071.25,6457571409920.0,1626071.25,99.09619903564453,0.9999999403953552,2541175.25,25.204198837280273,0.5289031736657247
1108,1108.0,adam,mae,selu,relu,100.0,10.0,2.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1109,1109.0,adam,mae,selu,relu,100.0,10.0,2.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1110,1110.0,adam,mae,selu,relu,100.0,10.0,2.0,1.0,4.0,0.0,1026423.5,4463582511104.0,1026423.5,63.798221588134766,1.0,2112719.25,0.9287034869194031,0.5289031736657247
1111,1111.0,adam,mae,selu,relu,100.0,10.0,2.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1112,1112.0,adam,mae,selu,relu,100.0,10.0,4.0,1.0,1.0,0.0,1026479.25,4461975044096.0,1026479.25,63.78606033325195,1.0,2112338.75,0.930194079875946,0.5289031736657247
1113,1113.0,adam,mae,selu,relu,100.0,10.0,4.0,1.0,2.0,0.0,1025709.9375,4479927189504.0,1025709.9375,63.920684814453125,1.0,2116583.75,0.9120064973831177,0.5289031736657247
1114,1114.0,adam,mae,selu,relu,100.0,10.0,4.0,1.0,4.0,0.0,1634128.25,6483839811584.0,1634128.25,99.98165893554688,1.0,2546338.5,78.98556518554688,0.5289031736657247
1115,1115.0,adam,mae,selu,relu,100.0,10.0,4.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1116,1116.0,adam,mae,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1117,1117.0,adam,mae,selu,relu,100.0,10.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1118,1118.0,adam,mae,selu,relu,100.0,10.0,10.0,1.0,4.0,0.0,1023553.5625,4471291641856.0,1023553.5625,63.772403717041016,1.0,2114543.0,0.8942722082138062,0.5289031736657247
1119,1119.0,adam,mae,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,1019571.5625,4448540164096.0,1019571.5625,63.4465217590332,1.0,2109156.25,0.8669421672821045,0.5289031736657247
1120,1120.0,adam,mae,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,1457187.25,5618334695424.0,1457187.25,86.2593765258789,1.0,2370302.75,6.212593078613281,0.5289031736657247
1121,1121.0,adam,mae,selu,relu,100.0,32.0,1.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1122,1122.0,adam,mae,selu,relu,100.0,32.0,1.0,1.0,4.0,0.0,1333273.25,5027645095936.0,1333273.25,76.60371398925781,1.0,2242241.0,3.669800043106079,0.5289031736657247
1123,1123.0,adam,mae,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,1227499.0,4606219255808.0,1227499.0,69.25782012939453,1.0,2146210.5,2.5406854152679443,0.5289031736657247
1124,1124.0,adam,mae,selu,relu,100.0,32.0,2.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1125,1125.0,adam,mae,selu,relu,100.0,32.0,2.0,1.0,2.0,0.0,1634265.125,6484285980672.0,1634265.125,99.99666595458984,1.0,2546426.0,111.56150817871094,0.5289031736657247
1126,1126.0,adam,mae,selu,relu,100.0,32.0,2.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1127,1127.0,adam,mae,selu,relu,100.0,32.0,2.0,1.0,10.0,0.0,1225503.25,4598898098176.0,1225503.25,69.1186752319336,1.0,2144504.25,2.519789218902588,0.5289031736657247
1128,1128.0,adam,mae,selu,relu,100.0,32.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1129,1129.0,adam,mae,selu,relu,100.0,32.0,4.0,1.0,2.0,0.0,1220479.0,4579369418752.0,1220479.0,68.80494689941406,1.0,2139946.25,2.481299638748169,0.5289031736657247
1130,1130.0,adam,mae,selu,relu,100.0,32.0,4.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1131,1131.0,adam,mae,selu,relu,100.0,32.0,4.0,1.0,10.0,0.0,1078085.75,4175149924352.0,1078085.75,61.58665084838867,1.0,2043318.375,1.4326318502426147,0.5289031736657247
1132,1132.0,adam,mae,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,1077078.625,4174070939648.0,1077078.625,61.561256408691406,1.0,2043054.375,1.4258317947387695,0.5289031736657247
1133,1133.0,adam,mae,selu,relu,100.0,32.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1134,1134.0,adam,mae,selu,relu,100.0,32.0,10.0,1.0,4.0,0.0,1034574.125,4229280563200.0,1034574.125,61.7236328125,1.0,2056521.5,1.0962296724319458,0.5289031736657247
1135,1135.0,adam,mae,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,1026559.1875,4332326748160.0,1026559.1875,62.56150817871094,1.0,2081424.25,0.9994629621505737,0.5289031736657247
1136,1136.0,adam,mae,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,1634287.625,6484359905280.0,1634287.625,99.99913787841797,0.9999999403953552,2546440.75,139.89678955078125,0.5289031736657247
1137,1137.0,adam,mae,selu,relu,100.0,100.0,1.0,1.0,2.0,0.0,1604755.75,6329376702464.0,1604755.75,97.72522735595703,1.0,2515825.25,18.019092559814453,0.5289031736657247
1138,1138.0,adam,mae,selu,relu,100.0,100.0,1.0,1.0,4.0,0.0,1634163.875,6483955154944.0,1634163.875,99.98555755615234,1.0,2546361.25,83.2293930053711,0.5289031736657247
1139,1139.0,adam,mae,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,1634125.625,6483829850112.0,1634125.625,99.9813232421875,1.0,2546336.5,78.68052673339844,0.5289031736657247
1140,1140.0,adam,mae,selu,relu,100.0,100.0,2.0,1.0,1.0,0.0,1634287.625,6484359905280.0,1634287.625,99.99915313720703,1.0,2546440.75,140.14599609375,0.5289031736657247
1141,1141.0,adam,mae,selu,relu,100.0,100.0,2.0,1.0,2.0,0.0,1634282.25,6484343128064.0,1634282.25,99.99858856201172,0.9999999403953552,2546437.25,129.45938110351562,0.5289031736657247
1142,1142.0,adam,mae,selu,relu,100.0,100.0,2.0,1.0,4.0,0.0,1609787.625,6355592675328.0,1609787.625,98.1094970703125,1.0,2521030.0,19.544086456298828,0.5289031736657247
1143,1143.0,adam,mae,selu,relu,100.0,100.0,2.0,1.0,10.0,0.0,1634038.125,6483544637440.0,1634038.125,99.97174835205078,1.0,2546280.5,71.55624389648438,0.5289031736657247
1144,1144.0,adam,mae,selu,relu,100.0,100.0,4.0,1.0,1.0,0.0,1634289.5,6484365148160.0,1634289.5,99.99933624267578,1.0,2546441.75,145.25384521484375,0.5289031736657247
1145,1145.0,adam,mae,selu,relu,100.0,100.0,4.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1146,1146.0,adam,mae,selu,relu,100.0,100.0,4.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1147,1147.0,adam,mae,selu,relu,100.0,100.0,4.0,1.0,10.0,0.0,1633941.375,6483229016064.0,1633941.375,99.9610824584961,1.0,2546218.5,66.28451538085938,0.5289031736657247
1148,1148.0,adam,mae,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1149,1149.0,adam,mae,selu,relu,100.0,100.0,10.0,1.0,2.0,0.0,1548593.875,6049716240384.0,1548593.875,93.3956069946289,1.0,2459617.0,10.277385711669922,0.5289031736657247
1150,1150.0,adam,mae,selu,relu,100.0,100.0,10.0,1.0,4.0,0.0,1539890.625,6008059985920.0,1539890.625,92.72561645507812,1.0,2451134.5,9.691720008850098,0.5289031736657247
1151,1151.0,adam,mae,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,1495564.75,5803472322560.0,1495564.75,89.29757690429688,1.0,2409039.75,7.507838249206543,0.5289031736657247
1152,1152.0,adam,msle,relu,relu,1.0,1.0,1.0,1.0,1.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1153,1153.0,adam,msle,relu,relu,1.0,1.0,1.0,1.0,2.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1154,1154.0,adam,msle,relu,relu,1.0,1.0,1.0,1.0,4.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1155,1155.0,adam,msle,relu,relu,1.0,1.0,1.0,1.0,10.0,0.0,38.842647552490234,6463386812416.0,1630354.625,99.69669342041016,1.0,2542319.25,38.842647552490234,0.5289031736657247
1156,1156.0,adam,msle,relu,relu,1.0,1.0,2.0,1.0,1.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1157,1157.0,adam,msle,relu,relu,1.0,1.0,2.0,1.0,2.0,0.0,46.677391052246094,6472889008128.0,1632140.625,99.83423614501953,1.0,2544187.25,46.677391052246094,0.5289031736657247
1158,1158.0,adam,msle,relu,relu,1.0,1.0,2.0,1.0,4.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1159,1159.0,adam,msle,relu,relu,1.0,1.0,2.0,1.0,10.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1160,1160.0,adam,msle,relu,relu,1.0,1.0,4.0,1.0,1.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1161,1161.0,adam,msle,relu,relu,1.0,1.0,4.0,1.0,2.0,0.0,60.870662689208984,6480081715200.0,1633488.625,99.93788146972656,1.0,2545600.5,60.870662689208984,0.5289031736657247
1162,1162.0,adam,msle,relu,relu,1.0,1.0,4.0,1.0,4.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1163,1163.0,adam,msle,relu,relu,1.0,1.0,4.0,1.0,10.0,0.0,29.061670303344727,6435276062720.0,1625052.75,99.28881072998047,1.0,2536784.5,29.061670303344727,0.5289031736657247
1164,1164.0,adam,msle,relu,relu,1.0,1.0,10.0,1.0,1.0,0.0,56.19723129272461,6478519861248.0,1633196.125,99.9153823852539,1.0,2545293.75,56.19723129272461,0.5289031736657247
1165,1165.0,adam,msle,relu,relu,1.0,1.0,10.0,1.0,2.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1166,1166.0,adam,msle,relu,relu,1.0,1.0,10.0,1.0,4.0,0.0,30.924091339111328,6442971037696.0,1626509.25,99.40097045898438,1.0,2538300.75,30.924091339111328,0.5289031736657247
1167,1167.0,adam,msle,relu,relu,1.0,1.0,10.0,1.0,10.0,0.0,44.280029296875,6470659211264.0,1631721.5,99.80191802978516,1.0,2543749.0,44.280029296875,0.5289031736657247
1168,1168.0,adam,msle,relu,relu,1.0,10.0,1.0,1.0,1.0,0.0,99.75609588623047,6483920027648.0,1634208.125,99.99327850341797,1.0,2546354.25,99.75609588623047,0.5289031736657247
1169,1169.0,adam,msle,relu,relu,1.0,10.0,1.0,1.0,2.0,0.0,195.98910522460938,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
1170,1170.0,adam,msle,relu,relu,1.0,10.0,1.0,1.0,4.0,0.0,115.87930297851562,6484179550208.0,1634256.75,99.99702453613281,1.0,2546405.25,115.87930297851562,0.5289031736657247
